                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.42582,                0.30017,                0.83746,                0.76635,                0.69505,                 0.8738,                0.62262,                      1,                0.93618,                 1.1272,             0.00027508,             0.00027508,             0.00027508
                    155,                0.41236,                 0.2824,                0.83457,                0.79525,                0.85978,                0.89911,                0.65034,                 1.0057,                 1.1807,                  1.131,             0.00026958,             0.00026958,             0.00026958
                    156,                0.40696,                0.28327,                0.83094,                0.82306,                 0.8747,                0.92418,                0.65764,                 1.0162,                 1.0334,                 1.1585,             0.00026408,             0.00026408,             0.00026408
                    157,                0.41123,                0.27805,                0.83275,                0.85234,                0.82115,                0.92023,                0.65864,                 1.0366,                 1.0186,                 1.1422,             0.00025859,             0.00025859,             0.00025859
                    158,                 0.4202,                0.28418,                0.83486,                0.81637,                0.88748,                0.94411,                0.67934,                 1.0235,                0.95613,                 1.1443,             0.00025309,             0.00025309,             0.00025309
                    159,                0.39706,                0.28095,                0.83302,                0.82472,                0.78225,                0.87149,                0.63601,                0.97978,                0.81964,                 1.1128,             0.00024759,             0.00024759,             0.00024759
                    160,                0.40113,                0.27183,                0.82589,                0.71854,                0.84498,                0.90515,                0.67024,                0.96264,                0.81075,                 1.1087,             0.00024209,             0.00024209,             0.00024209
                    161,                0.38882,                0.26674,                0.83341,                0.71003,                0.79708,                0.90154,                0.66487,                0.97574,                 1.0185,                 1.1209,             0.00023659,             0.00023659,             0.00023659
                    162,                0.39958,                0.27774,                0.83049,                0.77997,                0.80205,                0.90278,                0.67914,                 1.0071,                0.91553,                 1.1367,             0.00023109,             0.00023109,             0.00023109
                    163,                0.40714,                0.28787,                0.83855,                0.83434,                0.80688,                0.90296,                0.66791,                 1.0117,                0.87014,                 1.1214,             0.00022559,             0.00022559,             0.00022559
                    164,                0.39321,                0.27291,                0.82665,                0.83692,                0.80689,                0.90025,                0.63936,                 1.0042,                0.85033,                 1.1443,             0.00022009,             0.00022009,             0.00022009
                    165,                0.40146,                0.27534,                0.83215,                0.92699,                0.77495,                0.93488,                0.69538,                0.98604,                0.66795,                 1.1578,             0.00021459,             0.00021459,             0.00021459
                    166,                0.38917,                0.27193,                0.83204,                0.81012,                0.80924,                0.88809,                0.66212,                0.97684,                 0.8788,                 1.1514,             0.00020909,             0.00020909,             0.00020909
                    167,                0.39562,                0.27675,                0.83172,                0.77828,                0.81197,                0.85343,                0.62273,                 1.0144,                0.90078,                 1.1606,             0.00020359,             0.00020359,             0.00020359
                    168,                0.38106,                0.26881,                0.83278,                0.65635,                 0.7784,                0.84988,                0.60281,                 1.0629,                 1.1055,                 1.1554,             0.00019809,             0.00019809,             0.00019809
                    169,                0.38221,                0.26557,                0.82844,                0.73305,                0.77204,                0.84983,                0.59775,                 1.0617,                 1.0695,                 1.1565,             0.00019259,             0.00019259,             0.00019259
                    170,                0.38389,                  0.273,                0.83473,                0.70694,                0.87986,                   0.92,                0.64757,                 1.0427,                 0.8719,                 1.1753,             0.00018709,             0.00018709,             0.00018709
                    171,                0.37693,                0.26914,                0.82406,                0.68539,                0.78646,                0.84226,                0.60397,                 1.0261,                0.88714,                 1.1829,             0.00018159,             0.00018159,             0.00018159
                    172,                 0.3782,                 0.2719,                0.82749,                 0.7139,                0.87434,                0.92497,                0.67853,                 1.0088,                0.94677,                 1.1537,             0.00017609,             0.00017609,             0.00017609
                    173,                0.38574,                0.26833,                0.83111,                0.83308,                0.75387,                0.92248,                0.68229,                 1.0482,                0.93416,                 1.1881,             0.00017059,             0.00017059,             0.00017059
                    174,                0.37036,                0.25708,                0.82611,                0.81544,                0.76963,                0.92853,                 0.6875,                 1.0286,                0.79537,                 1.1739,             0.00016509,             0.00016509,             0.00016509
                    175,                0.38495,                0.25458,                0.82701,                0.71634,                0.81701,                0.92613,                0.68735,                0.99244,                0.70333,                  1.152,              0.0001596,              0.0001596,              0.0001596
                    176,                0.37476,                0.25215,                0.82632,                 0.7014,                0.94505,                0.96915,                0.71367,                 1.0031,                0.69203,                  1.163,              0.0001541,              0.0001541,              0.0001541
                    177,                0.36814,                0.25948,                0.82348,                0.85957,                0.80912,                0.93313,                0.69166,                0.98658,                0.60352,                 1.1486,              0.0001486,              0.0001486,              0.0001486
                    178,                0.36865,                0.24678,                0.82396,                0.84085,                0.79111,                0.90955,                0.67614,                0.99655,                0.67864,                 1.1406,              0.0001431,              0.0001431,              0.0001431
                    179,                0.37452,                0.25555,                0.82689,                0.80816,                0.79766,                0.90955,                0.66323,                0.99031,                0.64636,                 1.1384,              0.0001376,              0.0001376,              0.0001376
                    180,                0.36411,                0.25833,                0.82083,                0.79985,                0.95236,                0.97205,                0.70179,                0.99508,                 0.7028,                 1.1475,              0.0001321,              0.0001321,              0.0001321
                    181,                 0.3578,                 0.2556,                0.82363,                0.82953,                0.80802,                0.93261,                0.68477,                0.97385,                0.76494,                 1.1368,              0.0001266,              0.0001266,              0.0001266
                    182,                0.36246,                0.24687,                 0.8248,                0.74988,                 0.8308,                0.85054,                0.62017,                0.98914,                0.82762,                 1.1595,              0.0001211,              0.0001211,              0.0001211
                    183,                0.35909,                0.24688,                 0.8226,                0.65826,                0.83102,                0.89705,                0.66313,                0.96929,                0.83405,                 1.1455,              0.0001156,              0.0001156,              0.0001156
                    184,                0.35383,                0.24311,                  0.824,                0.60503,                0.82005,                 0.8966,                0.65824,                0.97064,                0.82135,                 1.1542,              0.0001101,              0.0001101,              0.0001101
                    185,                0.36069,                0.25094,                0.82268,                0.75442,                0.79681,                0.90361,                 0.6646,                 1.0168,                0.86315,                 1.2009,              0.0001046,              0.0001046,              0.0001046
                    186,                0.36006,                0.25439,                0.81701,                0.83086,                0.78226,                0.90259,                0.63747,                 1.0136,                0.84498,                 1.1912,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    187,                0.34736,                0.24598,                0.82201,                0.86955,                0.77171,                0.90613,                0.65549,                0.96739,                0.75822,                 1.1557,             9.3602e-05,             9.3602e-05,             9.3602e-05
                    188,                0.34945,                0.24915,                0.82608,                 0.9213,                 0.7462,                0.92696,                0.67625,                0.96612,                0.73144,                 1.1552,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    189,                0.35322,                 0.2426,                0.82591,                 0.9327,                0.74114,                0.93091,                  0.694,                0.95327,                  0.721,                 1.1536,             8.2603e-05,             8.2603e-05,             8.2603e-05
                    190,                0.34126,                0.24477,                0.82065,                0.90646,                0.75703,                0.91007,                0.68962,                0.95297,                0.68866,                 1.1366,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    191,                0.36591,                0.22965,                0.81101,                0.92892,                0.77491,                0.93352,                0.69732,                0.97605,                0.63192,                 1.1603,             7.1604e-05,             7.1604e-05,             7.1604e-05
                    192,                0.34283,                0.22105,                0.81209,                0.85986,                0.95521,                0.97469,                0.71532,                0.97172,                0.54859,                 1.1506,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    193,                0.33612,                0.21455,                0.81167,                0.86768,                0.96985,                0.97362,                0.72535,                0.98026,                0.54556,                 1.1573,             6.0605e-05,             6.0605e-05,             6.0605e-05
                    194,                0.33815,                0.22016,                0.81229,                0.86135,                0.96212,                0.97447,                0.72532,                0.97812,                0.58241,                 1.1508,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    195,                0.33647,                0.21183,                0.80146,                0.83275,                0.93241,                0.96974,                0.71821,                0.96654,                0.61171,                 1.1486,             4.9606e-05,             4.9606e-05,             4.9606e-05
                    196,                0.32483,                0.21382,                0.80322,                0.84228,                0.92029,                0.96728,                0.72271,                 0.9615,                0.62633,                 1.1451,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    197,                0.33006,                0.21836,                0.80384,                0.90408,                0.77341,                0.92696,                0.69962,                0.95337,                0.64781,                 1.1339,             3.8607e-05,             3.8607e-05,             3.8607e-05
                    198,                0.33373,                0.21499,                0.81674,                0.87373,                0.78644,                0.92476,                0.70032,                0.95203,                0.67825,                  1.133,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    199,                0.33122,                0.21921,                 0.8241,                0.86522,                0.80151,                 0.9265,                0.69953,                0.95632,                0.64884,                  1.134,             2.7608e-05,             2.7608e-05,             2.7608e-05
                    200,                0.33673,                0.21486,                  0.815,                0.86595,                0.80252,                0.92807,                0.70089,                0.96313,                0.64678,                 1.1338,             2.2109e-05,             2.2109e-05,             2.2109e-05
